quote_user_id,user_id,n
284580366,407127489,1
241122100,198716147,1
462856853,80008925,1
88012403,112542080,1
43785374,102643703,1
981511912457424896,3379386879,1
155203891,168073385,1
22646514,2979621497,1
329622677,965323713292972032,1
707231479047315456,2828387265,1
102691451,2338181660,1
23397027,199088834,1
4384702001,753969769,1
380418838,41393330,1
249299527,934569784729104384,1
976601243983532033,991289918797352961,2
28076811,2845311497,1
21117425,288203357,1
229466877,39356857,1
784030042934407168,815871888,1
555427424,266145946,1
23397027,17752881,1
959377350986256384,798559818,1
8973062,257832258,1
776745430839390208,44602237,1
2200721,17820947,1
1541364193,483144789,1
228673882,29445300,1
166739404,185240173,1
23949317,20704834,1
20446992,153026654,1
38410778,210777087,1
722118542,751078087060779008,1
1541364193,2716892492,1
983127602809491456,1551322088,1
1096875997,54071290,1
25227332,750652267406163969,1
959377350986256384,200090532,1
78424743,2303640811,1
959377350986256384,1581452210,1
718419855947468800,4783026457,1
22646514,305855970,1
2378755530,106043460,1
1318588831,14600495,1
1143551,17350520,1
768996117094752256,985468542396051456,1
707231479047315456,762120461530476544,1
6133472,20666151,1
2977849811,394774206,1
2463395686,720317546650607616,1
50434933,450299410,1
778894667979128832,36806703,1
1554042666,525527353,1
274636870,3820956254,1
22682610,14797580,1
319677725,819278001812762624,1
29957277,434536441,1
23949317,2359927116,1
177661775,804684840,1
68692418,1932121549,1
101354816,862114129,1
1541364193,4103873356,1
127040659,876719990,1
62124435,29515773,1
55233330,4829215647,1
8973062,19125817,1
264851886,44862804,1
990636702657077248,516672700,1
991269899040370690,192295978,1
1462428901,1321355582,1
1871710310,603192957,1
1105334922,2886643373,1
430203278,2740048174,1
216299334,20852544,1
2282637858,134168061,1
362115225,973669653636702208,1
784030042934407168,995021599,2
18770441,993764487802048513,1
264851886,21014709,1
322273187,1719872570,1
758087646707085312,789008920446656512,1
16309025,91634450,1
25819563,248668138,1
32862596,3003237863,1
979782938966491136,546526833,1
4724161222,409659277,1
872577119661981696,270704451,1
239512089,570408824,1
1393047282,2762069780,1
1008640118,243639949,1
120117254,500996098,1
21117425,4764677252,1
28076811,492615919,1
984459357491523584,105450534,1
779187318,812437291,1
959377350986256384,2592852189,1
555427424,928342076,2
1143551,2548757766,1
98380730,2411313362,1
872577119661981696,923609014080102401,1
29957277,86084295,1
707231479047315456,758259139,1
351497983,2411452891,1
1686377761,304583666,1
2951451934,139380872,1
838848586670448640,459369330,1
229466877,760511187574546432,1
299710489,1108949209,1
17547729,1670028943,1
959377350986256384,268725531,1
555427424,417318906,1
23397027,22613233,1
21573897,771649177,1
722118542,47961226,1
3207680123,95958967,1
22646514,165763746,1
22646514,3861884195,1
121562670,483435750,1
959377350986256384,25851965,1
768996117094752256,23431193,1
701725963,527344454,1
62124435,338960655,2
20176196,1608296353,1
242702809,978735197402402817,1
28076811,19113039,1
1541364193,874551080859959296,1
229466877,22839715,1
707231479047315456,284383568,1
124269402,320593836,1
959377350986256384,701985254,1
120117254,385121770,1
149577713,31195772,1
58796971,2845268115,1
22646514,419441809,1
69838723,35641097,1
50317625,231947360,1
959377350986256384,184309696,1
1962626484,82960603,1
776745430839390208,164855058,1
18205531,500310045,1
68692418,457647393,1
28029859,297378577,1
22646514,2983566415,1
293510102,44384959,1
160952087,173229108,1
295393748,198882632,1
959377350986256384,246290625,3
979782938966491136,902106594,1
22467445,218261839,1
991682255465611265,326727823,1
1143551,167158794,1
784030042934407168,1393047282,1
36326893,86329449,1
864487046,37379982,1
631471058,28029859,1
1143551,92204238,1
22162774,1156777994,1
22646514,965007642962796544,1
6268872,939264346957471744,1
950490294,526869688,1
38501043,1593980048,1
16309025,128811168,1
412471537,68692418,1
116856237,133844934,1
47754811,162350070,1
979782938966491136,245053767,1
14775534,42082596,1
21117425,1104525877,1
979782938966491136,92644004,1
22646514,3386406213,1
98380730,921572526,1
453434680,829318633704869890,1
87818409,77578872,1
463302310,620373410,1
3553801216,417884212,1
298720705,366614110,1
1143551,357398717,1
1288437786,193753,1
155203891,1176951325,1
67344606,1104968779,1
229466877,25678238,1
150246405,21108039,1
29415950,931650245825646598,1
3321002416,618360397,1
7587032,350338890,1
28076811,3566519837,1
959377350986256384,3114789514,9
22646514,767721174885240832,1
17006036,1268353729,1
859518978141696000,3003237863,1
957656513614577664,825405276106932224,1
98380730,17845980,1
286801383,542188788,1
241122100,1077434971,1
360540613,61474415,1
1201022450,222858803,1
1541364193,1539164114,1
55233330,946167581337153536,1
22646514,224971088,1
776745430839390208,354199495,1
525276746,113096298,1
22646514,253081560,1
216056705,402363829,1
27644239,2988310641,1
21356261,1262391883,1
985237057030238208,1104525877,1
2478795272,721387099623198720,1
229412060,885526304510156801,1
959377350986256384,857210329,1
305278326,260388787,1
707231479047315456,839033762,1
619028333,2266470295,1
991682255465611265,50081206,1
21117425,878991571,1
108140114,706081539986055170,1
55233330,1146259915,1
991269899040370690,795773060842487808,2
14933304,124182971,1
21117425,156648933,1
2572844671,21442674,1
23949317,977699295712313344,1
36909693,22804868,1
28076811,20400268,1
111338251,168414200,1
166739404,2383997634,1
2599855538,149941657,1
249299527,1252303032,1
29420917,21617772,1
555427424,28029859,1
21117425,153480110,1
2830600891,269813522,1
990638092448161792,22396466,2
621345075,23431193,1
166739404,2567948802,1
6133472,28548220,1
1251841308,23312627,1
26842060,969957829154103297,1
7587032,1921558897,1
959377350986256384,20524087,1
772811781660106752,343496793,1
770704020830818304,253086993,1
2501658859,1012824824,1
707231479047315456,1554709807,1
34086990,291451942,1
306543628,36951927,1
2977849811,35198389,1
6751502,232204881,1
166739404,842084609173135362,1
1554042666,969934898294345728,1
863131245580099584,219425028,1
1541364193,81703941,1
22646514,82744867,1
2724486937,236623342,1
819463,447457752,1
27644239,744863280,1
22646514,387876936,1
44613011,284518138,1
872577119661981696,2976399027,1
6074742,33462080,1
239512089,2831177309,1
150246405,368445366,1
991269899040370690,19446357,1
23949317,731104182413996032,1
259973639,343496793,1
28076811,796554606969028608,1
18177957,568527648,1
2235082041,25819563,1
707231479047315456,2265316008,1
2289982676,569925696,1
243362664,4896073889,1
344613908,40064371,1
86525980,709444999,1
633741038,77310065,1
79457383,925730917,1
22536315,16303149,1
284580366,1061817397,1
75414115,1449668898,1
3378469810,1582150680,1
33280581,577825587,1
44613011,212090864,1
93909067,3422093915,1
50282498,8436902,1
228779728,634480882,1
14790432,410996566,1
33280581,921485632278581256,1
229466877,1891482061,1
864487046,309603384,1
1257412969,3364484080,1
350794612,17345145,1
963022850717310976,3375555539,1
959377350986256384,940733485643436032,1
150246405,4187827407,1
984918008299708416,452278681,1
22646514,471344750,1
768996117094752256,993593129654767617,1
707231479047315456,196357846,1
62124435,1012824824,1
2830600891,874612405048836096,1
7587032,16672644,1
22646514,447457752,1
23949317,259924819,1
2423352783,776445574551736324,1
872577119661981696,985468542396051456,1
263246490,718748339,1
784030042934407168,797146970175533056,1
349000197,373562154,1
959377350986256384,1130392279,1
57546895,717403254649458688,1
39830877,935438605518065664,1
1541364193,62595328,1
22646514,1074827449,1
1288437786,2760139431,1
707231479047315456,2498087869,1
86997022,29444532,1
149577713,4115021789,1
23397027,519212054,1
707231479047315456,2789683560,1
983820202109472768,162350070,1
15580900,557672734,1
32862596,2155685380,1
301927387,2465502062,1
380418838,238228326,1
784030042934407168,1442271896,1
169849644,388788742,1
16309025,837974787427340289,1
22646514,60026884,1
959377350986256384,166303550,1
166739404,3086976144,1
1347183613,20974816,1
155203891,481293062,1
959377350986256384,166776657,1
22646514,94171362,1
3260518932,22125619,1
32422915,582377058,1
524423189,993764487802048513,1
241122100,380711475,1
924366465062535169,2496319458,1
28029859,621734911,1
71500957,604075716,1
32862596,2968665285,1
3098715935,4866054021,1
750652267406163969,386584224,1
4776762759,39043451,1
707231479047315456,3310983219,1
22128494,25848023,1
32862596,386959428,1
18177957,44468621,1
1541364193,3368705661,1
32862596,946167581337153536,2
78424743,4034146163,1
859518978141696000,2584562035,1
169849644,631021749,1
70659481,197160220,1
1398106099,876427513454632960,1
721387099623198720,207950470,1
784030042934407168,3295511341,1
78424743,854280375723593728,1
319677725,109634700,1
756922710500999170,2496319458,1
632443029,315468577,1
127040659,20526591,1
707231479047315456,2475327840,1
15580900,3004307585,1
120117254,952746051106234369,1
784030042934407168,70962235,1
22438665,869973208941854720,1
32862596,274623107,1
28076811,316584201,1
120117254,771821200402030592,1
2933976423,65470592,1
16309025,998160106855464960,1
1245699895,2393041754,1
218138634,732550901555204097,1
1684204668,20709307,1
1143551,4658188353,1
33280581,2833164631,1
23160845,19439467,1
319677725,270704451,1
78424743,804859730095116288,1
8973062,1069246399,1
2729381970,1150738970,1
243362664,636503611,1
707231479047315456,608396935,1
394416044,321427045,1
229466877,90648567,1
785795937822060544,281944135,1
22396466,4896073889,1
50282498,2968541,1
2599855538,49990056,1
166739404,908682508627300352,1
23397027,771253614874472448,1
1288437786,993764487802048513,1
1076420407,2167288933,1
26185323,230431834,1
26560987,24180808,1
210876287,390161658,1
569925696,60725351,1
127040659,904813100943204353,1
1541364193,307839702,1
6133472,851288866367488001,1
299303441,140098178,1
3092798375,977117715990278144,1
3891486154,3046206990,1
2933976423,423088729,1
2591345005,710562710862356480,1
6133472,27315579,1
780013075785285632,157013372,1
705352688163274752,2392879891,1
785795937822060544,993764487802048513,1
20990898,1255581636,1
959377350986256384,2684529895,1
155203891,121056600,1
7587032,374490485,1
555427424,247316445,1
78424743,821408474856820736,1
3553801216,894630514874888192,1
21660420,21661278,1
166739404,3154386085,1
35172559,71528475,1
16309025,999555686823550976,1
229466877,4173436809,1
2724486937,4018145114,1
1153633812,358799268,1
169849644,247904849,1
707231479047315456,359422927,1
1541364193,307700573,1
776745430839390208,21211195,1
981511912457424896,3114789514,1
57331275,36909693,1
7587032,46763026,1
722118542,3244556029,1
750652267406163969,2875742098,1
2572844671,26887802,1
2826159490,1716039152,1
98380730,172838388,1
3378469810,526371878,1
19284930,835920620986712064,1
1204418652,261258057,1
38501043,69455444,1
379723467,771345894772006912,1
1684204668,862114129,1
976601243983532033,922894880434728961,1
959377350986256384,1457576024,1
248801998,2721410961,1
991075141135273984,2784494687,1
2933976423,82729240,1
84089094,3088656459,1
458565430,853640815025033220,1
19706585,19535727,1
97535622,1064557110,1
1541364193,4134684615,1
15084853,221876750,1
62124435,246310240,1
70659481,819151107238739969,1
287628232,122154024,1
242702809,252544081,1
784030042934407168,2792384711,1
959377350986256384,840638535795380227,1
28076811,571178275,1
3378469810,429234498,1
872577119661981696,864879640841777152,2
124870843,428318283,1
737577763,190993045,1
98380730,21734361,1
2235082041,252544081,1
319677725,2745739018,2
859518978141696000,2865805699,1
114709222,23423893,1
2591345005,528903690,1
373958770,315468577,1
240385321,8361252,1
127296681,245226215,1
67344606,246404716,1
707231479047315456,69183762,1
121562670,259240551,1
23949317,82462761,1
2529641024,1331747089,1
3076115325,373032064,1
62124435,1903534854,1
959377350986256384,1156777994,1
22646514,22148802,1
976601243983532033,919717908590231552,1
171422588,2930769557,1
22646514,1640201324,1
106903846,42457266,1
996017589825556481,1442610679,1
114709222,1013033834,1
19397439,473384312,1
784030042934407168,94155639,1
4872636172,15085507,1
2463395686,1647573534,1
776745430839390208,561504779,1
959377350986256384,407127489,1
28076811,84460423,1
302287513,162350070,1
28076811,1102831297,1
29967957,2282637858,1
32862596,973582930961461250,1
959377350986256384,2527499640,1
959377350986256384,243248337,1
3076115325,23431193,1
2797920665,23931031,1
893493999109111808,17119447,1
67344606,1032139135,1
22609591,117372232,1
959377350986256384,33507131,1
571922392,24234093,1
229466877,716030818020417536,1
1083143204,628817816,1
959377350986256384,398342279,1
2874634145,2754507379,1
166739404,531897219,1
784030042934407168,76142384,2
784030042934407168,981979807998201861,1
22628924,352832147,1
460013507,2795034605,1
242702809,621734911,1
216707646,800511535,2
8973062,2355387656,1
760083528881176576,333397232,1
19346335,413287243,1
722118542,2202583541,1
3076115325,922884008417157120,1
482244897,3226617376,1
117777690,416195194,1
555427424,43499092,1
124604416,51344306,1
784030042934407168,972065876425011201,2
756922710500999170,26185323,1
959377350986256384,375774200,1
27644239,469449374,1
968173785240231936,190696521,1
244709548,45144504,1
285546571,728835583,1
4776762759,27855117,1
54064995,1176618985,1
28029859,40345948,1
50434933,47432229,1
17006036,378247778,1
555427424,923864470677573632,1
935438605518065664,273074233,1
34086990,992754976651972608,1
62124435,2278918902,1
4299238948,28883232,1
150246405,1156777994,1
22609609,3293828841,1
965258232754311169,23431193,1
19530527,239555645,1
8973062,232519990,1
20971849,47827476,1
130513136,4767703720,1
121562670,248318956,1
1541364193,27324845,1
50434933,894541649833078784,1
28029859,1012824824,1
336463177,40007410,1
98380730,3299232226,1
991682255465611265,49669368,1
768358693289222144,62274775,1
20176196,450960856,1
155203891,16596200,1
39830877,438417707,1
177661775,91372917,1
979782938966491136,573516023,1
88012403,812437291,1
935438605518065664,80597203,1
525276746,3295781543,1
707231479047315456,747578882665091073,1
8973062,209414049,1
2844424197,162350070,1
20990898,102408719,1
1949880788,334894697,1
26642006,45821223,1
1949880788,22646597,1
134092014,92036901,1
770704020830818304,447457752,1
7587032,64217113,1
1541364193,832487373162242054,1
273956217,3377939135,1
143550835,786595615618715649,1
959377350986256384,2588066755,1
28076811,332319927,1
23397027,39612543,1
1187501532,23788085,1
4872636172,389753912,1
707231479047315456,1676540244,1
61029033,23431193,1
166739404,64999228,1
239364259,700669913745088513,2
555427424,427743897,1
835927766692466689,44323093,1
127040659,827410398,1
95621217,4856859142,2
67344606,119706740,1
1010008669,709665064144470017,1
707231479047315456,385650660,1
32862596,418946340,1
705067442415013888,2181834590,1
19231330,558400536,1
263243802,2266470295,1
98380730,1451779632,1
901793305083695104,2963930349,1
1288437786,1378048326,1
285565876,531198081,1
1541364193,1208845788,1
28076811,702575755922972673,1
6751502,227395894,1
114168165,626682905,1
369751607,283429948,1
166739404,945340356857544705,1
22646514,1174501,1
49312239,955956822338351104,1
67344606,244381008,1
35172559,849143240,1
278289478,24455480,1
959377350986256384,997495161616850944,1
28076811,282700840,1
3245391183,397967759,1
1186653456,229778675,1
707231479047315456,504490193,1
3957134542,301649521,1
56705634,22997944,1
3417568330,197214280,1
1204418652,321900730,1
267458179,763581595575984128,1
859790340798242816,33199224,1
98380730,14426487,1
1143551,2328766636,1
1621066993,963007030695997442,1
22396466,949855582269276161,1
4276347617,881820844896514049,1
1541364193,29420917,1
984459357491523584,618360397,1
392199690,326883526,1
14095052,869642970,1
4134204135,285565876,1
1931999353,20151492,1
1143551,776507636237922308,1
45306874,4129773796,1
171422588,1449773719,1
69568655,721683151312064512,1
19429554,149231753,1
555427424,245440746,1
954795709160677382,194288661,1
411818536,775141032820289536,1
4205955087,5988202,1
959377350986256384,2787128716,1
720559987081265152,3114789514,1
245991073,21486492,1
959377350986256384,43729216,1
959377350986256384,1208266848,1
1684204668,262726695,1
249471048,57167562,1
4872636172,917657866139467781,1
959377350986256384,1540989618,1
54172831,985629668610109442,1
44120439,2893572921,1
61029033,162350070,1
959377350986256384,220467574,1
242702809,20539012,1
966268089871618048,623033353,1
2347393720,45154834,1
23397027,25060465,1
21308069,989360605,1
69553799,215399551,1
901793305083695104,2821301986,1
319677725,40517870,1
22032397,826130120339574785,1
482447372,1000063851965054976,1
95621217,926928718576214018,1
101354816,29189683,1
959377350986256384,44124534,1
8973062,19526770,1
2463395686,16856946,1
920448342219460608,274254635,1
27644239,121562670,1
248567310,1872417648,1
1096875997,2851482353,1
976601243983532033,94155639,1
183062993,1393047282,1
27996273,32366249,1
28076811,19281090,1
34086990,67686872,1
1382193679,241624618,1
34086990,778256666,1
932100956,921485632278581256,1
872577119661981696,32894398,1
155203891,4201714659,1
18701824,1419487032,1
246291897,40003528,1
22128494,302259490,1
8973062,607588793,1
69163823,39854501,1
612473,783194730,1
2830600891,382827985,1
22646514,77156215,1
150246405,805703241262596096,1
829136707761086466,24180808,1
45306874,199088834,1
959377350986256384,91201780,1
707231479047315456,962519412963241991,1
924201944570302464,914041084883472384,1
221497145,756922710500999170,1
7587032,316003254,1
38926332,799693201942650881,1
32862596,44862804,1
872577119661981696,352471240,1
2977849811,226350650,1
39325505,4205955087,1
1204418652,969135283,1
237487471,819555333727277056,1
242702809,501522646,1
3092798375,198075537,1
722118542,740789798240194560,1
23949317,1321355582,1
249327884,98939995,1
23949317,249765637,1
1541364193,827225212194267138,1
872577119661981696,215436133,1
23397027,695323855414550533,1
959377350986256384,752599883878629376,1
20985003,800227396381089792,1
98380730,3293873937,1
776745430839390208,756922710500999170,1
341456935,815859778580688896,1
776745430839390208,49269603,1
1525446732,724579123977457664,1
203711056,543291188,1
722118542,874855207,1
120117254,40109702,1
959377350986256384,241280218,1
959377350986256384,75075374,1
843923118213206017,1104591720,1
111050682,232519065,1
959377350986256384,92061139,1
27644239,15166757,1
59844236,631471058,1
7587032,3003406906,1
959377350986256384,19774224,1
959377350986256384,3153992824,1
4872636172,181270954,1
14775534,415453894,1
994278307058388999,29441194,1
865866102596927489,23431193,1
22132289,20466981,1
776745430839390208,267741224,1
14775534,955358192137048064,1
38406385,14627436,1
700989420648927232,53176453,1
377240209,152805197,1
17006036,974385061574381569,1
19409061,95641202,1
943826868079296512,519212054,1
482244897,542124009,1
17340546,700589027,1
6268872,993593129654767617,1
32862596,1361922486,1
241211501,397967759,1
14224719,939890652,1
773112030094094340,3437885393,1
399572336,204056119,1
959377350986256384,322575167,1
959377350986256384,350619908,1
700669913745088513,1104591720,1
29967957,1147766022,1
959377350986256384,756254240331407360,1
3153992824,101365965,1
83557279,928759555198242816,1
229466877,865866102596927489,1
6751502,14394248,1
101354816,157013372,1
38501043,826518280122822656,1
16973333,141748620,1
124604416,15715179,1
20846658,704425355529035778,1
22646514,463028862,1
762162229,593694185,1
263928436,462308224,1
23949317,209837242,1
707231479047315456,2233639823,1
707231479047315456,1041539365,1
75414115,130867407,1
23397027,3119433273,1
20971849,4729045654,1
968173785240231936,447457752,1
26185323,563606966,1
39325505,2599855538,1
57331275,256494725,1
22396466,4447259723,1
95621217,1156777994,1
67344606,2711352701,1
959377350986256384,859518978141696000,2
960484150431047680,3107444461,1
3153992824,50626888,1
700989420648927232,624500723,1
2951451934,20682940,1
4299238948,44171944,1
707231479047315456,588696816,1
776445574551736324,2760250088,1
470489295,70519352,1
864487046,763498590,1
2770064414,392451039,1
331016752,798523503129542656,1
25819563,314657408,1
773848956178690048,52084282,1
420984061,5899842,1
98380730,3034919105,1
1349720132,1176618985,1
28086863,36071383,1
26842060,1533961118,1
1257412969,978940418464407552,1
39325505,3114789514,1
1143551,473206726,1
344696155,66949877,1
319530768,127124862,1
120117254,84546428,1
171422588,1005021781,1
716626229726691329,768996117094752256,1
29967957,388719400,1
166739404,176292487,1
130513136,21816205,1
229466877,210774132,1
2315919788,2572844671,1
407942817,194284301,1
26842060,23317429,1
27859298,9401942,1
186790042,116659732,1
2797920665,3198791553,1
28076811,330934596,1
3378469810,974995146298159104,1
76950299,748334610342416385,1
82612443,3383656180,1
22646514,413300390,1
22536315,15579181,1
245742024,23085037,1
155203891,2670830970,1
3260518932,173111183,1
3260518932,18966711,1
162737679,199844545,1
19346335,726178734085165056,1
334077363,23322325,1
62124435,23312627,1
22646514,4406539829,1
1541364193,399099313,1
482244897,828965277886988288,1
19652551,245440746,1
3364484080,413338827,1
959377350986256384,17006036,1
959377350986256384,20995922,1
78424743,3317646538,1
22508221,2945093341,1
279945152,414188338,1
1684204668,2517208410,1
4872636172,50009945,1
416962434,116303654,1
166739404,239815037,1
33280581,727137760574857216,1
3378469810,16309982,1
59844236,2200721,1
14224719,2273299381,1
555427424,100342023,1
166739404,46042433,1
1096875997,3375555539,1
4063823175,269822892,1
2874634145,1329260106,1
13678282,4430502617,1
166739404,25103429,1
1143551,862114129,2
32862596,2576767964,1
6751502,2316140563,1
959377350986256384,4449471987,1
24744541,750074330558660608,1
16292696,161367624,2
150246405,255764501,1
3378469810,914029620479102977,1
29957277,25122036,1
2933976423,89432396,1
3083687825,2905738865,1
4776762759,150296892,1
2200721,965153326118653952,1
22646514,19412712,1
3260518932,31054493,1
168828976,3090894212,1
784030042934407168,918204458391232512,1
872577119661981696,35684785,1
134895401,171443038,1
707231479047315456,1657873370,1
991075141135273984,861312495788707840,1
35172559,275576856,1
169849644,60144618,1
38501043,256235274,1
269975683,2291081306,1
722118542,2435213886,1
16669529,1565519270,1
1105334922,610195888,1
768996117094752256,1143551,1
991682255465611265,32850576,1
32862596,767223429913309188,1
7587032,2566001916,1
28076811,52883576,1
108726523,931963572925685760,1
38501043,827410398,1
956855877889331201,946167581337153536,1
22396466,968614880055001088,1
299303441,19429554,1
57371522,357398717,1
482244897,16891266,1
319677725,2969634586,1
1431446983,2732633516,1
1541364193,173111183,1
1684204668,24162190,1
19652551,28024611,1
705903197047693312,162724793,1
294668347,154545301,1
28076811,408542681,1
229466877,308526080,1
32862596,3114789514,2
284580366,192877061,1
32862596,223653815,3
784030042934407168,15715179,1
3343095340,784474669,1
1288437786,19928503,1
959377350986256384,28211941,1
959377350986256384,190591952,1
2415563632,35860157,1
6751502,546311700,1
298423,479647434,1
3153992824,41915773,1
20370442,449027211,1
26842060,612465545,1
22084427,1925567616,1
882147218773467136,932100956,1
19346335,59204386,1
959377350986256384,31111055,1
67344606,139234990,1
22646514,327301007,1
959377350986256384,14394248,2
1143551,152805197,1
150247145,97293598,1
227657476,780414014,1
263852933,123705718,1
168508680,67565990,1
61154007,28024611,1
934825966744023040,57371522,1
6312782,44171944,1
1541364193,220770362,1
707231479047315456,3383567783,1
1037211277,338960655,1
95064543,3820956254,1
67344606,21123907,1
101354816,985310174,1
50282498,40851610,1
63146749,23658116,1
28029859,972178532561489921,1
22646514,3246390180,1
322642659,712813564084367361,1
959377350986256384,222060550,1
32862596,774603280366333952,1
386584224,232299035,1
776745430839390208,916815413798989824,1
32524260,48698822,1
241122100,233575359,1
22646514,2282637858,1
166739404,792466473855754241,1
2572844671,997495161616850944,1
50317625,932100956,1
3378469810,2329359954,1
707231479047315456,539280092,1
242702809,381154903,1
991269899040370690,40266482,1
1541364193,870769198758109184,1
33280581,150316775,1
19346335,951700626399944704,1
198961762,316991323,1
960484150431047680,266433897,1
29957277,724467116,1
38501043,26992475,1
872577119661981696,305124382,2
32941699,1414130274,1
2378755530,1633194883,1
2282637858,24397670,1
18138592,45673524,1
176373211,846177403,1
6133472,33507131,1
70468535,352471240,1
227004812,15574237,1
1541364193,1337690030,1
57371522,936988978900819968,1
22646514,20506405,1
32862596,1016308675,1
14775534,20682399,1
92301867,963091933,1
1248350874,2363296350,1
893493999109111808,2560675564,1
959377350986256384,747914626394882048,1
3006113902,2813594772,1
2282637858,19444560,1
14695878,455172741,1
784030042934407168,954298993273655296,1
959377350986256384,267845152,1
